participant_id,group,from,to,time_ms,from_category,to_category,from_fallacy_type,to_fallacy_type,from_element_type,to_element_type
participant_1773700277754,treatment,(none),news-content-0,34,other,paragraph,,,other,other
participant_1773700277754,treatment,news-content-0,1-news-sentence-0,31,paragraph,article_text,,WW,other,sentence
participant_1773700277754,treatment,1-news-sentence-0,(none),30,article_text,other,WW,,sentence,other
participant_1773700277754,treatment,(none),0-news-sentence-1,31,other,article_text,,,other,sentence
participant_1773700277754,treatment,0-news-sentence-1,1-news-sentence-0,30,article_text,article_text,,WW,sentence,sentence
participant_1773700277754,treatment,1-news-sentence-0,(none),187,article_text,other,WW,,sentence,other
participant_1773700277754,treatment,(none),title,780,other,title,,,other,other
participant_1773700277754,treatment,title,0-news-sentence-0,34,title,article_text,,,other,sentence
participant_1773700277754,treatment,0-news-sentence-0,1-news-sentence-0,91,article_text,article_text,,WW,sentence,sentence
participant_1773700277754,treatment,1-news-sentence-0,(none),62,article_text,other,WW,,sentence,other
participant_1773700277754,treatment,(none),scrollableDiv,468,other,other,,,other,other
participant_1773700277754,treatment,scrollableDiv,(none),61,other,other,,,other,other
participant_1773700277754,treatment,(none),1-news-sentence-1,66,other,article_text,,BBS,other,sentence
participant_1773700277754,treatment,1-news-sentence-1,3-news-sentence-1,29,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,3-news-sentence-1,1-news-sentence-1,31,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,1-news-sentence-1,3-news-sentence-1,63,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,3-news-sentence-1,1-news-sentence-1,30,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,1-news-sentence-1,0-news-sentence-1,33,article_text,article_text,BBS,,sentence,sentence
participant_1773700277754,treatment,0-news-sentence-1,1-news-sentence-0,127,article_text,article_text,,WW,sentence,sentence
participant_1773700277754,treatment,1-news-sentence-0,0-news-sentence-1,91,article_text,article_text,WW,,sentence,sentence
participant_1773700277754,treatment,0-news-sentence-1,1-news-sentence-0,31,article_text,article_text,,WW,sentence,sentence
participant_1773700277754,treatment,1-news-sentence-0,(none),32,article_text,other,WW,,sentence,other
participant_1773700277754,treatment,(none),1-news-sentence-1,31,other,article_text,,BBS,other,sentence
participant_1773700277754,treatment,1-news-sentence-1,(none),31,article_text,other,BBS,,sentence,other
participant_1773700277754,treatment,(none),1-news-sentence-0,33,other,article_text,,WW,other,sentence
participant_1773700277754,treatment,1-news-sentence-0,0-news-sentence-1,30,article_text,article_text,WW,,sentence,sentence
participant_1773700277754,treatment,0-news-sentence-1,(none),65,article_text,other,,,sentence,other
participant_1773700277754,treatment,(none),1-news-sentence-0,65,other,article_text,,WW,other,sentence
participant_1773700277754,treatment,1-news-sentence-0,0-news-sentence-0,1,article_text,article_text,WW,,sentence,sentence
participant_1773700277754,treatment,0-news-sentence-0,(none),27,article_text,other,,,sentence,other
participant_1773700277754,treatment,(none),0-news-sentence-0,60,other,article_text,,,other,sentence
participant_1773700277754,treatment,0-news-sentence-0,(none),32,article_text,other,,,sentence,other
participant_1773700277754,treatment,(none),0-news-sentence-0,29,other,article_text,,,other,sentence
participant_1773700277754,treatment,0-news-sentence-0,1-news-sentence-1,33,article_text,article_text,,BBS,sentence,sentence
participant_1773700277754,treatment,1-news-sentence-1,3-news-sentence-1,30,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,3-news-sentence-1,5-news-sentence-1,32,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,5-news-sentence-1,6-news-sentence-1,94,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,6-news-sentence-1,5-news-sentence-1,61,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,5-news-sentence-1,3-news-sentence-1,32,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,3-news-sentence-1,2-news-sentence-1,93,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,2-news-sentence-1,0-news-sentence-1,32,article_text,article_text,BBS,,sentence,sentence
participant_1773700277754,treatment,0-news-sentence-1,2-news-sentence-1,31,article_text,article_text,,BBS,sentence,sentence
participant_1773700277754,treatment,2-news-sentence-1,3-news-sentence-1,30,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,3-news-sentence-1,2-news-sentence-1,63,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,2-news-sentence-1,3-news-sentence-1,94,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,3-news-sentence-1,1-news-sentence-1,32,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,1-news-sentence-1,0-news-sentence-1,63,article_text,article_text,BBS,,sentence,sentence
participant_1773700277754,treatment,0-news-sentence-1,1-news-sentence-0,32,article_text,article_text,,WW,sentence,sentence
participant_1773700277754,treatment,1-news-sentence-0,(none),33,article_text,other,WW,,sentence,other
participant_1773700277754,treatment,(none),0-news-sentence-1,29,other,article_text,,,other,sentence
participant_1773700277754,treatment,0-news-sentence-1,(none),32,article_text,other,,,sentence,other
participant_1773700277754,treatment,(none),news-content-1,34,other,paragraph,,,other,other
participant_1773700277754,treatment,news-content-1,news-content-3,30,paragraph,paragraph,,,other,other
participant_1773700277754,treatment,news-content-3,(none),31,paragraph,other,,,other,other
participant_1773700277754,treatment,(none),3-news-sentence-1,536,other,article_text,,BBS,other,sentence
participant_1773700277754,treatment,3-news-sentence-1,0-news-sentence-1,63,article_text,article_text,BBS,,sentence,sentence
participant_1773700277754,treatment,0-news-sentence-1,2-news-sentence-1,62,article_text,article_text,,BBS,sentence,sentence
participant_1773700277754,treatment,2-news-sentence-1,1-news-sentence-1,63,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,1-news-sentence-1,3-news-sentence-1,64,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,3-news-sentence-1,5-news-sentence-1,32,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,5-news-sentence-1,7-news-sentence-1,31,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,7-news-sentence-1,5-news-sentence-1,52,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,5-news-sentence-1,7-news-sentence-1,41,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,7-news-sentence-1,5-news-sentence-1,33,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,5-news-sentence-1,7-news-sentence-1,30,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,7-news-sentence-1,0-news-sentence-2,32,article_text,article_text,BBS,,sentence,sentence
participant_1773700277754,treatment,0-news-sentence-2,7-news-sentence-1,32,article_text,article_text,,BBS,sentence,sentence
participant_1773700277754,treatment,7-news-sentence-1,3-news-sentence-1,30,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,3-news-sentence-1,2-news-sentence-1,30,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,2-news-sentence-1,5-news-sentence-1,32,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,5-news-sentence-1,7-news-sentence-1,31,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,7-news-sentence-1,5-news-sentence-1,31,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,5-news-sentence-1,2-news-sentence-1,32,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,2-news-sentence-1,3-news-sentence-1,47,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,3-news-sentence-1,5-news-sentence-1,32,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,5-news-sentence-1,1-news-sentence-1,123,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,1-news-sentence-1,3-news-sentence-1,33,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,3-news-sentence-1,2-news-sentence-1,30,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,2-news-sentence-1,5-news-sentence-1,31,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,5-news-sentence-1,2-news-sentence-1,34,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,2-news-sentence-1,3-news-sentence-1,29,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,3-news-sentence-1,2-news-sentence-1,24,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,2-news-sentence-1,1-news-sentence-1,32,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,1-news-sentence-1,0-news-sentence-1,31,article_text,article_text,BBS,,sentence,sentence
participant_1773700277754,treatment,0-news-sentence-1,2-news-sentence-1,30,article_text,article_text,,BBS,sentence,sentence
participant_1773700277754,treatment,2-news-sentence-1,3-news-sentence-1,33,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,3-news-sentence-1,2-news-sentence-1,29,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,2-news-sentence-1,3-news-sentence-1,32,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,3-news-sentence-1,5-news-sentence-1,35,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,5-news-sentence-1,3-news-sentence-1,33,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,3-news-sentence-1,5-news-sentence-1,27,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,5-news-sentence-1,3-news-sentence-1,63,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,3-news-sentence-1,1-news-sentence-1,31,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,1-news-sentence-1,2-news-sentence-1,34,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,2-news-sentence-1,3-news-sentence-1,28,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,3-news-sentence-1,5-news-sentence-1,31,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,5-news-sentence-1,3-news-sentence-1,33,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,3-news-sentence-1,2-news-sentence-1,30,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,2-news-sentence-1,1-news-sentence-1,31,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,1-news-sentence-1,3-news-sentence-1,31,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,3-news-sentence-1,2-news-sentence-1,30,article_text,article_text,BBS,BBS,sentence,sentence
participant_1773700277754,treatment,2-news-sentence-1,(none),63,article_text,other,BBS,,sentence,other
participant_1773700277754,treatment,(none),0-news-sentence-1,30,other,article_text,,,other,sentence
participant_1773700277754,treatment,0-news-sentence-1,news-content-0,32,article_text,paragraph,,,sentence,other
participant_1773700277754,treatment,news-content-0,(none),33,paragraph,other,,,other,other
participant_1773700277754,treatment,(none),1-news-sentence-1,2485,other,article_text,,BBS,other,sentence
participant_1773700277754,treatment,1-news-sentence-1,news-content-0,63,article_text,paragraph,BBS,,sentence,other
participant_1773700277754,treatment,news-content-0,1-news-sentence-1,31,paragraph,article_text,,BBS,other,sentence
